,id,date,place,screen_name,text,cleansing,case fold,stopwords,stemming,detokens
912,1667072705580109824,2023-06-09 07:34:40,,angelica6dianne,"Berdasarkan hasil survei LSI Denny JA, jika terjadi head to head, elektabilitas Prabowo mencapai 50,4%, sementara G… https://t.co/0DQJqcEelg",Berdasarkan hasil survei Denny jika terjadi head head elektabilitas Prabowo mencapai sementara ,berdasarkan hasil survei denny jika terjadi head head elektabilitas prabowo mencapai sementara ,"['berdasarkan', 'hasil', 'survei', 'denny', 'head', 'head', 'elektabilitas', 'mencapai']","['dasar', 'hasil', 'survei', 'denny', 'head', 'head', 'elektabilitas', 'capai']",dasar hasil survei denny head head elektabilitas capai
913,1667072703113883649,2023-06-09 07:34:39,,angelica6dianne,"Hal ini terpotret dari hasil survei terbaru LSI Denny JA yang dirilis, Senin (5/6/2023). #PrabowoUntukIndonesia… https://t.co/Lh1Gzh7QKU", terpotret dari hasil survei terbaru Denny yang dirilis Senin PrabowoUntukIndonesia, terpotret dari hasil survei terbaru denny yang dirilis senin prabowountukindonesia,"['terpotret', 'hasil', 'survei', 'terbaru', 'denny', 'dirilis', 'senin', 'prabowountukindonesia']","['potret', 'hasil', 'survei', 'baru', 'denny', 'rilis', 'senin', 'prabowountukindonesia']",potret hasil survei baru denny rilis senin prabowountukindonesia
914,1667072701251584000,2023-06-09 07:34:39,,angelica6dianne,JAKARTA - Prabowo Subianto unggul atas Ganjar Pranowo jika Anies Baswedan gagal mendapatkan tiket maju sebagai calo… https://t.co/aPg5wcbvQ4,JAKARTA Prabowo Subianto unggul atas Ganjar Pranowo jika Anies Baswedan gagal mendapatkan tiket maju sebagai calo,jakarta prabowo subianto unggul atas ganjar pranowo jika anies baswedan gagal mendapatkan tiket maju sebagai calo,"['jakarta', 'unggul', 'gagal', 'tiket', 'maju', 'calo']","['jakarta', 'unggul', 'gagal', 'tiket', 'maju', 'calo']",jakarta unggul gagal tiket maju calo
915,1667072698709856257,2023-06-09 07:34:38,,angelica6dianne,"Survei Dua Capres LSI Denny JA: Prabowo Subianto 50,4%, Ganjar Pranowo 43,2%
#PrabowoUntukIndonesia #NeruskePakdhe… https://t.co/FEB5o6izYt",Survei Capres Denny Prabowo Subianto Ganjar Pranowo PrabowoUntukIndonesia NeruskePakdhe,survei capres denny prabowo subianto ganjar pranowo prabowountukindonesia neruskepakdhe,"['survei', 'capres', 'denny', 'prabowountukindonesia', 'neruskepakdhe']","['survei', 'capres', 'denny', 'prabowountukindonesia', 'neruskepakdhe']",survei capres denny prabowountukindonesia neruskepakdhe
916,1667072671811768320,2023-06-09 07:34:32,Jakarta Selatan ,golbachgoals,"Hasilnya, sebanyak 56,4 persen masyarakat dengan pendidikan di bawah sekolah dasar lebih memilih Prabowo ketimbang… https://t.co/vB0s1JTBX5",Hasilnya sebanyak persen masyarakat dengan pendidikan bawah sekolah dasar lebih memilih Prabowo ketimbang,hasilnya sebanyak persen masyarakat dengan pendidikan bawah sekolah dasar lebih memilih prabowo ketimbang,"['hasilnya', 'persen', 'masyarakat', 'pendidikan', 'sekolah', 'dasar', 'memilih', 'ketimbang']","['hasil', 'persen', 'masyarakat', 'didik', 'sekolah', 'dasar', 'pilih', 'ketimbang']",hasil persen masyarakat didik sekolah dasar pilih ketimbang
917,1667072668754120704,2023-06-09 07:34:31,Jakarta Selatan ,golbachgoals,"Selain itu, Ade juga menyampaikan surveinya tentang segmen masyarakat yang memberikan dukungan kepada kedua nama it… https://t.co/jDEBCNputo",Selain juga menyampaikan surveinya tentang segmen masyarakat yang memberikan dukungan kepada kedua nama ,selain juga menyampaikan surveinya tentang segmen masyarakat yang memberikan dukungan kepada kedua nama ,"['surveinya', 'segmen', 'masyarakat', 'dukungan', 'nama']","['survei', 'segmen', 'masyarakat', 'dukung', 'nama']",survei segmen masyarakat dukung nama
918,1667072665813942272,2023-06-09 07:34:30,Jakarta Selatan ,golbachgoals,"""Sedangkan migrasi suara Anies ke Pak Ganjar Pranowo ini hanya 25,4 persen,"" sambungannya. #PrabowoUntukIndonesia… https://t.co/sr8qQDztZR",Sedangkan migrasi suara Anies Ganjar Pranowo hanya persen sambungannya PrabowoUntukIndonesia,sedangkan migrasi suara anies ganjar pranowo hanya persen sambungannya prabowountukindonesia,"['migrasi', 'suara', 'persen', 'sambungannya', 'prabowountukindonesia']","['migrasi', 'suara', 'persen', 'sambung', 'prabowountukindonesia']",migrasi suara persen sambung prabowountukindonesia
919,1667072663066664961,2023-06-09 07:34:30,Jakarta Selatan ,golbachgoals,"""Mayoritas pendukung Anies, yakni sebanyak 50,8 persen akan memilih Prabowo karena meyakini Menhan tersebut dapat m… https://t.co/uLvhHc4yA3",Mayoritas pendukung Anies yakni sebanyak persen akan memilih Prabowo karena meyakini Menhan tersebut dapat ,mayoritas pendukung anies yakni sebanyak persen akan memilih prabowo karena meyakini menhan tersebut dapat ,"['mayoritas', 'pendukung', 'persen', 'memilih', 'menhan']","['mayoritas', 'dukung', 'persen', 'pilih', 'menhan']",mayoritas dukung persen pilih menhan
920,1667072659908354048,2023-06-09 07:34:29,Jakarta Selatan ,golbachgoals,Menurut Ade akan terjadi perpindahan suara pendukung Anies Baswedan yang jika dikatakan gagal nyapres lantaran ada… https://t.co/wrg4ofKa9T,Menurut akan terjadi perpindahan suara pendukung Anies Baswedan yang jika dikatakan gagal nyapres lantaran ,menurut akan terjadi perpindahan suara pendukung anies baswedan yang jika dikatakan gagal nyapres lantaran ,"['perpindahan', 'suara', 'pendukung', 'gagal', 'nyapres', 'lantaran']","['pindah', 'suara', 'dukung', 'gagal', 'nyapres', 'lantar']",pindah suara dukung gagal nyapres lantar
921,1667072656984903687,2023-06-09 07:34:28,Jakarta Selatan ,golbachgoals,"""Jadi memang cukup tebal marginnya sebanyak 7,2 persen selisihnya,"" ujarnya. #PrabowoUntukIndonesia #NerusKePakdhe Prabowo Subianto",Jadi memang cukup tebal marginnya sebanyak persen selisihnya ujarnya PrabowoUntukIndonesia NerusKePakdhe Prabowo Subianto,jadi memang cukup tebal marginnya sebanyak persen selisihnya ujarnya prabowountukindonesia neruskepakdhe prabowo subianto,"['tebal', 'marginnya', 'persen', 'selisihnya', 'prabowountukindonesia', 'neruskepakdhe']","['tebal', 'margin', 'persen', 'selisih', 'prabowountukindonesia', 'neruskepakdhe']",tebal margin persen selisih prabowountukindonesia neruskepakdhe
922,1667072653306519553,2023-06-09 07:34:27,Jakarta Selatan ,golbachgoals,Ade menyebut margin atau jarak keterpilihan Prabowo Subianto terhadap Ganjar memiliki rentang yang cukup besar yakn… https://t.co/RRRoidzuAd, menyebut margin atau jarak keterpilihan Prabowo Subianto terhadap Ganjar memiliki rentang yang cukup besar yakn, menyebut margin atau jarak keterpilihan prabowo subianto terhadap ganjar memiliki rentang yang cukup besar yakn,"['menyebut', 'margin', 'jarak', 'keterpilihan', 'memiliki', 'rentang', 'yakn']","['sebut', 'margin', 'jarak', 'pilih', 'milik', 'rentang', 'yakn']",sebut margin jarak pilih milik rentang yakn
923,1667072650013986816,2023-06-09 07:34:27,Jakarta Selatan ,golbachgoals,""" kata Ade dalam keterangan tertulis, dikutip Rabu 7 Juni 2023. #PrabowoUntukIndonesia #NerusKePakdhe Prabowo Subianto",kata dalam keterangan tertulis dikutip Rabu Juni PrabowoUntukIndonesia NerusKePakdhe Prabowo Subianto,kata dalam keterangan tertulis dikutip rabu juni prabowountukindonesia neruskepakdhe prabowo subianto,"['keterangan', 'tertulis', 'dikutip', 'rabu', 'juni', 'prabowountukindonesia', 'neruskepakdhe']","['terang', 'tulis', 'kutip', 'rabu', 'juni', 'prabowountukindonesia', 'neruskepakdhe']",terang tulis kutip rabu juni prabowountukindonesia neruskepakdhe
924,1667072646583062530,2023-06-09 07:34:26,Jakarta Selatan ,golbachgoals,"""Bila ada dua calon yang bertarung saat ini, Pak Prabowo Subianto unggul sebanyak 50,4 persen dukungan dibanding Pa… https://t.co/mFpO6ic1JB",Bila calon yang bertarung saat Prabowo Subianto unggul sebanyak persen dukungan dibanding ,bila calon yang bertarung saat prabowo subianto unggul sebanyak persen dukungan dibanding ,"['calon', 'bertarung', 'unggul', 'persen', 'dukungan', 'dibanding']","['calon', 'tarung', 'unggul', 'persen', 'dukung', 'banding']",calon tarung unggul persen dukung banding
925,1667072643110162432,2023-06-09 07:34:25,Jakarta Selatan ,golbachgoals,"Namun, berdasarkan hasil survei nama Menteri Pertahanan (Menhan) lebih unggul. #PrabowoUntukIndonesia #NerusKePakdhe Prabowo Subianto",Namun berdasarkan hasil survei nama Menteri Pertahanan Menhan lebih unggul PrabowoUntukIndonesia NerusKePakdhe Prabowo Subianto,namun berdasarkan hasil survei nama menteri pertahanan menhan lebih unggul prabowountukindonesia neruskepakdhe prabowo subianto,"['berdasarkan', 'hasil', 'survei', 'nama', 'menteri', 'pertahanan', 'menhan', 'unggul', 'prabowountukindonesia', 'neruskepakdhe']","['dasar', 'hasil', 'survei', 'nama', 'menteri', 'tahan', 'menhan', 'unggul', 'prabowountukindonesia', 'neruskepakdhe']",dasar hasil survei nama menteri tahan menhan unggul prabowountukindonesia neruskepakdhe
926,1667072642854301696,2023-06-09 07:34:25,,CindyCarrolina,"Adapun margin of error survei +/- 2,9% dengan tingkat kepercayaan 95%.
#PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto.",Adapun margin error survei dengan tingkat kepercayaan PrabowoUntukIndonesia NeruskePakdhe Prabowo Subianto,adapun margin error survei dengan tingkat kepercayaan prabowountukindonesia neruskepakdhe prabowo subianto,"['margin', 'error', 'survei', 'tingkat', 'kepercayaan', 'prabowountukindonesia', 'neruskepakdhe']","['margin', 'error', 'survei', 'tingkat', 'percaya', 'prabowountukindonesia', 'neruskepakdhe']",margin error survei tingkat percaya prabowountukindonesia neruskepakdhe
927,1667072640828469248,2023-06-09 07:34:24,,CindyCarrolina,"RDD adalah teknik memilih sampel melalui proses pembangkitan nomor telepon secara acak.
#PrabowoUntukIndonesia… https://t.co/WFD6mCoDra", adalah teknik memilih sampel melalui proses pembangkitan nomor telepon secara acak PrabowoUntukIndonesia, adalah teknik memilih sampel melalui proses pembangkitan nomor telepon secara acak prabowountukindonesia,"['teknik', 'memilih', 'sampel', 'proses', 'pembangkitan', 'nomor', 'telepon', 'acak', 'prabowountukindonesia']","['teknik', 'pilih', 'sampel', 'proses', 'bangkit', 'nomor', 'telepon', 'acak', 'prabowountukindonesia']",teknik pilih sampel proses bangkit nomor telepon acak prabowountukindonesia
928,1667072639733735424,2023-06-09 07:34:24,Jakarta Selatan ,golbachgoals,"Dengan demikian, head to head Ganjar Pranowo dan Prabowo Subianto pada Pilpres 2024 bakal sengit.… https://t.co/dYrxZk76uu",Dengan demikian head head Ganjar Pranowo Prabowo Subianto pada Pilpres bakal sengit,dengan demikian head head ganjar pranowo prabowo subianto pada pilpres bakal sengit,"['head', 'head', 'pilpres', 'sengit']","['head', 'head', 'pilpres', 'sengit']",head head pilpres sengit
929,1667072638949416961,2023-06-09 07:34:24,,CindyCarrolina,"Pemilihan sampel dilakukan dengan metode random digit dialing (RDD).
#PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto.",Pemilihan sampel dilakukan dengan metode random digit dialing PrabowoUntukIndonesia NeruskePakdhe Prabowo Subianto,pemilihan sampel dilakukan dengan metode random digit dialing prabowountukindonesia neruskepakdhe prabowo subianto,"['pemilihan', 'sampel', 'metode', 'random', 'digit', 'dialing', 'prabowountukindonesia', 'neruskepakdhe']","['pilih', 'sampel', 'metode', 'random', 'digit', 'aling', 'prabowountukindonesia', 'neruskepakdhe']",pilih sampel metode random digit aling prabowountukindonesia neruskepakdhe
930,1667072636890009605,2023-06-09 07:34:24,,CindyCarrolina,"Survei dilakukan melalui panggilan telepon oleh pewawancara yang dilatih.
#PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto.",Survei dilakukan melalui panggilan telepon oleh pewawancara yang dilatih PrabowoUntukIndonesia NeruskePakdhe Prabowo Subianto,survei dilakukan melalui panggilan telepon oleh pewawancara yang dilatih prabowountukindonesia neruskepakdhe prabowo subianto,"['survei', 'panggilan', 'telepon', 'pewawancara', 'dilatih', 'prabowountukindonesia', 'neruskepakdhe']","['survei', 'panggil', 'telepon', 'wawancara', 'latih', 'prabowountukindonesia', 'neruskepakdhe']",survei panggil telepon wawancara latih prabowountukindonesia neruskepakdhe
931,1667072636269268996,2023-06-09 07:34:23,Jakarta Selatan ,golbachgoals,Dilakukannya survei itu sebagai gambaran jika Anies Baswedan gagal menjadi calon Presiden 2024 akibat terjadi masal… https://t.co/oPl9N34tBC,Dilakukannya survei sebagai gambaran jika Anies Baswedan gagal menjadi calon Presiden akibat terjadi masal,dilakukannya survei sebagai gambaran jika anies baswedan gagal menjadi calon presiden akibat terjadi masal,"['dilakukannya', 'survei', 'gambaran', 'gagal', 'calon', 'presiden', 'akibat', 'masal']","['laku', 'survei', 'gambar', 'gagal', 'calon', 'presiden', 'akibat', 'masal']",laku survei gambar gagal calon presiden akibat masal
932,1667072634906103809,2023-06-09 07:34:23,,CindyCarrolina,Survei ini digelar pada 26-30 Mei 2023 terhadap 1.230 responden dipilih melalui proses pembangkitan nomor telepon s… https://t.co/hNT3GdY35B,Survei digelar pada terhadap responden dipilih melalui proses pembangkitan nomor telepon ,survei digelar pada terhadap responden dipilih melalui proses pembangkitan nomor telepon ,"['survei', 'digelar', 'responden', 'dipilih', 'proses', 'pembangkitan', 'nomor', 'telepon']","['survei', 'gelar', 'responden', 'pilih', 'proses', 'bangkit', 'nomor', 'telepon']",survei gelar responden pilih proses bangkit nomor telepon
933,1667072632930594816,2023-06-09 07:34:23,,CindyCarrolina,“Prabowo berada pada posisi tengah dengan asumsi mengambil insentif dari pendukung Ganjar dan Anies kalau salah sat… https://t.co/72Bja6wfmy,Prabowo berada pada posisi tengah dengan asumsi mengambil insentif dari pendukung Ganjar Anies kalau salah ,prabowo berada pada posisi tengah dengan asumsi mengambil insentif dari pendukung ganjar anies kalau salah ,"['posisi', 'asumsi', 'mengambil', 'insentif', 'pendukung', 'salah']","['posisi', 'asumsi', 'ambil', 'insentif', 'dukung', 'salah']",posisi asumsi ambil insentif dukung salah
934,1667072632393719808,2023-06-09 07:34:22,Jakarta Selatan ,golbachgoals,Survei ini dilakukan dengan teknik pengumpulan data wawancara tatap muka menggunakan kuesioner.… https://t.co/1qCkhcUX3e,Survei dilakukan dengan teknik pengumpulan data wawancara tatap muka menggunakan kuesioner,survei dilakukan dengan teknik pengumpulan data wawancara tatap muka menggunakan kuesioner,"['survei', 'teknik', 'pengumpulan', 'data', 'wawancara', 'tatap', 'muka', 'kuesioner']","['survei', 'teknik', 'kumpul', 'data', 'wawancara', 'tatap', 'muka', 'kuesioner']",survei teknik kumpul data wawancara tatap muka kuesioner
935,1667072631034757122,2023-06-09 07:34:22,,CindyCarrolina,"Sementara, apabila Prabowo melawan Anies maka keunggulannya lebih besar, yaitu Prabowo 56,8% dan Anies 26,5%.… https://t.co/pD9JcMduEd",Sementara apabila Prabowo melawan Anies maka keunggulannya lebih besar yaitu Prabowo Anies,sementara apabila prabowo melawan anies maka keunggulannya lebih besar yaitu prabowo anies,"['melawan', 'keunggulannya']","['lawan', 'unggul']",lawan unggul
936,1667072629172469760,2023-06-09 07:34:22,,CindyCarrolina,"“Artinya, pemilih Anies cenderung bertambah ke Prabowo kalau misalnya Anies tidak lolos putaran pertama,” kata dia.… https://t.co/yI4fwipxJN",Artinya pemilih Anies cenderung bertambah Prabowo kalau misalnya Anies tidak lolos putaran pertama kata ,artinya pemilih anies cenderung bertambah prabowo kalau misalnya anies tidak lolos putaran pertama kata ,"['pemilih', 'cenderung', 'bertambah', 'lolos', 'putaran']","['pilih', 'cenderung', 'tambah', 'lolos', 'putar']",pilih cenderung tambah lolos putar
937,1667072628744687616,2023-06-09 07:34:22,Jakarta Selatan ,golbachgoals,Survei ini digelar dalam periode 3-14 Mei 2023. Adapun responden yang dilibatkan yakni 1.200 orang dari seluruh Ind… https://t.co/jO2NS8oznT,Survei digelar dalam periode Adapun responden yang dilibatkan yakni orang dari seluruh ,survei digelar dalam periode adapun responden yang dilibatkan yakni orang dari seluruh ,"['survei', 'digelar', 'periode', 'responden', 'dilibatkan', 'orang']","['survei', 'gelar', 'periode', 'responden', 'libat', 'orang']",survei gelar periode responden libat orang
938,1667072627117285377,2023-06-09 07:34:21,,CindyCarrolina,"Hasil itu didapatkan dengan asumsi Anies tidak lolos pemilu putaran pertama.
#PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto.",Hasil didapatkan dengan asumsi Anies tidak lolos pemilu putaran pertama PrabowoUntukIndonesia NeruskePakdhe Prabowo Subianto,hasil didapatkan dengan asumsi anies tidak lolos pemilu putaran pertama prabowountukindonesia neruskepakdhe prabowo subianto,"['hasil', 'didapatkan', 'asumsi', 'lolos', 'pemilu', 'putaran', 'prabowountukindonesia', 'neruskepakdhe']","['hasil', 'dapat', 'asumsi', 'lolos', 'milu', 'putar', 'prabowountukindonesia', 'neruskepakdhe']",hasil dapat asumsi lolos milu putar prabowountukindonesia neruskepakdhe
939,1667072625502470144,2023-06-09 07:34:21,Jakarta Selatan ,golbachgoals,"Peneliti Lembaga survei Lingkaran survei Indonesia (LSI) Denny JA, Ade Mulyana membuat survei bertajuk 'Jika Anies… https://t.co/ZFtinVbQP4",Peneliti Lembaga survei Lingkaran survei Indonesia Denny Mulyana membuat survei bertajuk Jika Anies,peneliti lembaga survei lingkaran survei indonesia denny mulyana membuat survei bertajuk jika anies,"['peneliti', 'lembaga', 'survei', 'lingkaran', 'survei', 'indonesia', 'denny', 'mulyana', 'survei', 'bertajuk']","['teliti', 'lembaga', 'survei', 'lingkar', 'survei', 'indonesia', 'denny', 'mulyana', 'survei', 'tajuk']",teliti lembaga survei lingkar survei indonesia denny mulyana survei tajuk
940,1667072625192091649,2023-06-09 07:34:21,,CindyCarrolina,“Survei bulan April selisihnya 6 persen. Pak Prabowo unggul di survei kami. Di survei bulan Mei akhir ini keunggula… https://t.co/SwepRXtkIj,Survei bulan April selisihnya persen Prabowo unggul survei kami survei bulan akhir keunggula,survei bulan april selisihnya persen prabowo unggul survei kami survei bulan akhir keunggula,"['survei', 'april', 'selisihnya', 'persen', 'unggul', 'survei', 'survei', 'keunggula']","['survei', 'april', 'selisih', 'persen', 'unggul', 'survei', 'survei', 'keunggula']",survei april selisih persen unggul survei survei keunggula
941,1667072623187206145,2023-06-09 07:34:20,,CindyCarrolina,"Jika Prabowo head to head dengan Ganjar, berdasarkan survei itu Prabowo jauh lebih unggul dengan 50,5% daripada Gan… https://t.co/AbOuxWz2mE",Jika Prabowo head head dengan Ganjar berdasarkan survei Prabowo jauh lebih unggul dengan daripada ,jika prabowo head head dengan ganjar berdasarkan survei prabowo jauh lebih unggul dengan daripada ,"['head', 'head', 'berdasarkan', 'survei', 'unggul']","['head', 'head', 'dasar', 'survei', 'unggul']",head head dasar survei unggul
942,1667072622813917184,2023-06-09 07:34:20,Jakarta Selatan ,golbachgoals,"Jika Anies Gagal Nyapres, Head To Head Prabowo vs Ganjar Makin Sengit! Siapa yang Lebih Unggul?… https://t.co/yh6QMx79IM",Jika Anies Gagal Nyapres Head Head Prabowo Ganjar Makin Sengit Siapa yang Lebih Unggul,jika anies gagal nyapres head head prabowo ganjar makin sengit siapa yang lebih unggul,"['gagal', 'nyapres', 'head', 'head', 'sengit', 'unggul']","['gagal', 'nyapres', 'head', 'head', 'sengit', 'unggul']",gagal nyapres head head sengit unggul
943,1667072621345914880,2023-06-09 07:34:20,,CindyCarrolina,"“Saling Salip Elektabilitas Calon Presiden dan Calon Wakil Presiden Jelang 2024” pada, Minggu (4/6/2023).… https://t.co/o1J3K4ZCMG",Saling Salip Elektabilitas Calon Presiden Calon Wakil Presiden Jelang pada Minggu,saling salip elektabilitas calon presiden calon wakil presiden jelang pada minggu,"['salip', 'elektabilitas', 'calon', 'presiden', 'calon', 'wakil', 'presiden', 'jelang', 'minggu']","['salip', 'elektabilitas', 'calon', 'presiden', 'calon', 'wakil', 'presiden', 'jelang', 'minggu']",salip elektabilitas calon presiden calon wakil presiden jelang minggu
944,1667072619416547328,2023-06-09 07:34:19,,CindyCarrolina,Hal itu dipaparkan oleh Direktur Eksekutif Indikator Politik Indonesia Burhanuddin Muhtadi dalam paparan daring sur… https://t.co/BkjWCW5ssK, dipaparkan oleh Direktur Eksekutif Indikator Politik Indonesia Burhanuddin Muhtadi dalam paparan daring , dipaparkan oleh direktur eksekutif indikator politik indonesia burhanuddin muhtadi dalam paparan daring ,"['dipaparkan', 'direktur', 'eksekutif', 'indikator', 'politik', 'indonesia', 'burhanuddin', 'muhtadi', 'paparan', 'daring']","['papar', 'direktur', 'eksekutif', 'indikator', 'politik', 'indonesia', 'burhanuddin', 'muhtadi', 'papar', 'daring']",papar direktur eksekutif indikator politik indonesia burhanuddin muhtadi papar daring
945,1667072617352933377,2023-06-09 07:34:19,,CindyCarrolina,calon presiden dan Ketua Umum Partai Gerindra Prabowo Subianto unggul telak atas Gubernur Jawa Tengah Ganjar Pranow… https://t.co/w5sraivr72,calon presiden Ketua Umum Partai Gerindra Prabowo Subianto unggul telak atas Gubernur Jawa Tengah Ganjar Pranow,calon presiden ketua umum partai gerindra prabowo subianto unggul telak atas gubernur jawa tengah ganjar pranow,"['calon', 'presiden', 'ketua', 'partai', 'gerindra', 'unggul', 'telak', 'gubernur', 'jawa', 'pranow']","['calon', 'presiden', 'ketua', 'partai', 'gerindra', 'unggul', 'telak', 'gubernur', 'jawa', 'pranow']",calon presiden ketua partai gerindra unggul telak gubernur jawa pranow
946,1667072615410991111,2023-06-09 07:34:18,,CindyCarrolina,"JAKARTA - Dalam simulasi head to head yang dilakukan lembaga survei Indikator Politik Indonesia,… https://t.co/9j6tWsv6Tu",JAKARTA Dalam simulasi head head yang dilakukan lembaga survei Indikator Politik Indonesia,jakarta dalam simulasi head head yang dilakukan lembaga survei indikator politik indonesia,"['jakarta', 'simulasi', 'head', 'head', 'lembaga', 'survei', 'indikator', 'politik', 'indonesia']","['jakarta', 'simulasi', 'head', 'head', 'lembaga', 'survei', 'indikator', 'politik', 'indonesia']",jakarta simulasi head head lembaga survei indikator politik indonesia
947,1667072612873412608,2023-06-09 07:34:18,,CindyCarrolina,"Survei Indikator Politik: Prabowo Unggul Head to Head Lawan Capres Lainnya
https://t.co/MbhoMJZsET… https://t.co/ud6iRDf1QJ",Survei Indikator Politik Prabowo Unggul Head Head Lawan Capres Lainnya,survei indikator politik prabowo unggul head head lawan capres lainnya,"['survei', 'indikator', 'politik', 'unggul', 'head', 'head', 'lawan', 'capres']","['survei', 'indikator', 'politik', 'unggul', 'head', 'head', 'lawan', 'capres']",survei indikator politik unggul head head lawan capres
948,1667072448695767044,2023-06-09 07:33:39,,lehon_mangolu,"""Sementara pendukung Anies yang berpindah ke Ganjar hanya separuhnya 25,4%,"" bunyi temuan survei tersebut.… https://t.co/1sHQXe6jUB",Sementara pendukung Anies yang berpindah Ganjar hanya separuhnya bunyi temuan survei tersebut,sementara pendukung anies yang berpindah ganjar hanya separuhnya bunyi temuan survei tersebut,"['pendukung', 'berpindah', 'separuhnya', 'bunyi', 'temuan', 'survei']","['dukung', 'pindah', 'paruh', 'bunyi', 'temu', 'survei']",dukung pindah paruh bunyi temu survei
949,1667072446372130816,2023-06-09 07:33:38,,lehon_mangolu,"Sebesar 50,8% pendukung Anies, berpindah ke Prabowo. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",Sebesar pendukung Anies berpindah Prabowo PrabowoUntukIndonesia NeruskePakdhe Prabowo Subianto,sebesar pendukung anies berpindah prabowo prabowountukindonesia neruskepakdhe prabowo subianto,"['pendukung', 'berpindah', 'prabowountukindonesia', 'neruskepakdhe']","['dukung', 'pindah', 'prabowountukindonesia', 'neruskepakdhe']",dukung pindah prabowountukindonesia neruskepakdhe
950,1667072444233043968,2023-06-09 07:33:38,,lehon_mangolu,LSI Denny JA memprediksi pendukung Anies lebih banyak yang berpindah ke Prabowo dibanding migrasi ke Ganjar.… https://t.co/wMNlbmzOii, Denny memprediksi pendukung Anies lebih banyak yang berpindah Prabowo dibanding migrasi Ganjar, denny memprediksi pendukung anies lebih banyak yang berpindah prabowo dibanding migrasi ganjar,"['denny', 'memprediksi', 'pendukung', 'berpindah', 'dibanding', 'migrasi']","['denny', 'prediksi', 'dukung', 'pindah', 'banding', 'migrasi']",denny prediksi dukung pindah banding migrasi
951,1667072442081361920,2023-06-09 07:33:37,,lehon_mangolu,"Pertanyaan tentang peningkatan elektabilitas Prabowo ketika head to head melawan Ganjar, LSI Denny JA menemukan fak… https://t.co/T1Yq1Z095W",Pertanyaan tentang peningkatan elektabilitas Prabowo ketika head head melawan Ganjar Denny menemukan ,pertanyaan tentang peningkatan elektabilitas prabowo ketika head head melawan ganjar denny menemukan ,"['peningkatan', 'elektabilitas', 'head', 'head', 'melawan', 'denny', 'menemukan']","['tingkat', 'elektabilitas', 'head', 'head', 'lawan', 'denny', 'temu']",tingkat elektabilitas head head lawan denny temu
952,1667072439938064384,2023-06-09 07:33:37,,lehon_mangolu,"""Pilpres satu putaran head to head Prabowo versus Ganjar, menempatkan Prabowo sebagai pemenang dengan selisih 7,2%,… https://t.co/9I9WBbhlYV",Pilpres satu putaran head head Prabowo versus Ganjar menempatkan Prabowo sebagai pemenang dengan selisih,pilpres satu putaran head head prabowo versus ganjar menempatkan prabowo sebagai pemenang dengan selisih,"['pilpres', 'putaran', 'head', 'head', 'versus', 'menempatkan', 'pemenang', 'selisih']","['pilpres', 'putar', 'head', 'head', 'versus', 'tempat', 'menang', 'selisih']",pilpres putar head head versus tempat menang selisih
953,1667072437794783232,2023-06-09 07:33:36,,lehon_mangolu,"Sebesar 6,4% lainnya menyatakan tidak tahu/tidak Jawab. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",Sebesar lainnya menyatakan tidak tahu tidak Jawab PrabowoUntukIndonesia NeruskePakdhe Prabowo Subianto,sebesar lainnya menyatakan tidak tahu tidak jawab prabowountukindonesia neruskepakdhe prabowo subianto,"['prabowountukindonesia', 'neruskepakdhe']","['prabowountukindonesia', 'neruskepakdhe']",prabowountukindonesia neruskepakdhe
954,1667072435680837634,2023-06-09 07:33:36,,lehon_mangolu,"Hasilnya, survei Denny JA mencatat Prabowo memiliki elektabilitas sebesar 50,4%, sementara elektabilitas Ganjar seb… https://t.co/8hqXaMlBPi",Hasilnya survei Denny mencatat Prabowo memiliki elektabilitas sebesar sementara elektabilitas Ganjar ,hasilnya survei denny mencatat prabowo memiliki elektabilitas sebesar sementara elektabilitas ganjar ,"['hasilnya', 'survei', 'denny', 'mencatat', 'memiliki', 'elektabilitas', 'elektabilitas']","['hasil', 'survei', 'denny', 'catat', 'milik', 'elektabilitas', 'elektabilitas']",hasil survei denny catat milik elektabilitas elektabilitas
955,1667072433529159681,2023-06-09 07:33:35,,lehon_mangolu,"Dari skenario Pilpres tanpa Anies, Denny JA memprediksi kontestasi hanya akan diikuti Prabowo dan Ganjar.… https://t.co/I8SoHwlaDt",Dari skenario Pilpres tanpa Anies Denny memprediksi kontestasi hanya akan diikuti Prabowo Ganjar,dari skenario pilpres tanpa anies denny memprediksi kontestasi hanya akan diikuti prabowo ganjar,"['skenario', 'pilpres', 'denny', 'memprediksi', 'kontestasi', 'diikuti']","['skenario', 'pilpres', 'denny', 'prediksi', 'kontestasi', 'ikut']",skenario pilpres denny prediksi kontestasi ikut
