,id,date,place,screen_name,text,cleansing,case fold,stopwords,stemming,detokens,label
709,1667072285935800321,2023-06-09 07:33:00,Jakarta Selatan ,golbachgoals,"Simulasi 2
Prabowo Subianto 56,8%
Anies Baswedan 26,5%
TT/TJ 16,7%
#PrabowoUntukIndonesia #NerusKePakdhe Prabowo Subianto",Simulasi Prabowo Subianto Anies Baswedan PrabowoUntukIndonesia NerusKePakdhe Prabowo Subianto,simulasi prabowo subianto anies baswedan prabowountukindonesia neruskepakdhe prabowo subianto,"['simulasi', 'prabowountukindonesia', 'neruskepakdhe']","['simulasi', 'prabowountukindonesia', 'neruskepakdhe']",simulasi prabowountukindonesia neruskepakdhe,negatif
710,1667072283071107079,2023-06-09 07:32:59,Jakarta Selatan ,golbachgoals,"Berikut ini simulasi head to headnya:
Simulasi 1
Ganjar Pranowo 51%
Anies Baswedan 34,5%
TT/TJ 14,4%â¦ https://t.co/FdiUzGDUds",Berikut simulasi head headnya Simulasi Ganjar Pranowo Anies Baswedan ,berikut simulasi head headnya simulasi ganjar pranowo anies baswedan ,"['simulasi', 'head', 'headnya', 'simulasi']","['simulasi', 'head', 'headnya', 'simulasi']",simulasi head headnya simulasi,negatif
711,1667072279677915138,2023-06-09 07:32:58,Jakarta Selatan ,golbachgoals,"Hasilnya, Ganjar Pranowo unggul atas Anies Baswedan. Namun Ganjar kalah dari Prabowo Subianto.â¦ https://t.co/qukTKsrq2C",Hasilnya Ganjar Pranowo unggul atas Anies Baswedan Namun Ganjar kalah dari Prabowo Subianto,hasilnya ganjar pranowo unggul atas anies baswedan namun ganjar kalah dari prabowo subianto,"['hasilnya', 'unggul', 'kalah']","['hasil', 'unggul', 'kalah']",hasil unggul kalah,negatif
712,1667072256001085441,2023-06-09 07:32:53,Jakarta Selatan ,golbachgoals,Prabowo Subianto unggul telak atas dua capres lainnya yakni Ganjar Pranowo dan Anies Baswedan.â¦ https://t.co/uYcssUAVig,Prabowo Subianto unggul telak atas capres lainnya yakni Ganjar Pranowo Anies Baswedan,prabowo subianto unggul telak atas capres lainnya yakni ganjar pranowo anies baswedan,"['unggul', 'telak', 'capres']","['unggul', 'telak', 'capres']",unggul telak capres,positif
713,1667072187843641347,2023-06-09 07:32:36,,pyylahh1,menunjukkan tingkat elektabilitas Prabowo secara head to head unggul apabila Ganjar Pranowo dan Anies Baswedan bilaâ¦ https://t.co/cFYG1JObLH,menunjukkan tingkat elektabilitas Prabowo secara head head unggul apabila Ganjar Pranowo Anies Baswedan bila,menunjukkan tingkat elektabilitas prabowo secara head head unggul apabila ganjar pranowo anies baswedan bila,"['tingkat', 'elektabilitas', 'head', 'head', 'unggul']","['tingkat', 'elektabilitas', 'head', 'head', 'unggul']",tingkat elektabilitas head head unggul,positif
714,1667072150627565568,2023-06-09 07:32:28,,DzakwanFirst,"@TeddGus Perut makin buncit, tapi isi kepala kosong, dan mata gak dipakai. Kesian sekali anda : gk mampu lihat kenyâ¦ https://t.co/3rF7Scq5rq",Perut makin buncit tapi kepala kosong mata dipakai Kesian sekali anda mampu lihat keny,perut makin buncit tapi kepala kosong mata dipakai kesian sekali anda mampu lihat keny,"['perut', 'buncit', 'kepala', 'kosong', 'mata', 'dipakai', 'kesian', 'lihat', 'keny']","['perut', 'buncit', 'kepala', 'kosong', 'mata', 'pakai', 'kesi', 'lihat', 'keny']",perut buncit kepala kosong mata pakai kesi lihat keny,positif
715,1667072135477731330,2023-06-09 07:32:24,,sthefanieau_,Prabowo juga unggul dalam simulasi head to head dengan Gubernur Jawa Tengah Ganjar Pranowo maupun Mantan Gubenur DKâ¦ https://t.co/XOadlFyQ8K,Prabowo juga unggul dalam simulasi head head dengan Gubernur Jawa Tengah Ganjar Pranowo maupun Mantan Gubenur ,prabowo juga unggul dalam simulasi head head dengan gubernur jawa tengah ganjar pranowo maupun mantan gubenur ,"['unggul', 'simulasi', 'head', 'head', 'gubernur', 'jawa', 'mantan', 'gubenur']","['unggul', 'simulasi', 'head', 'head', 'gubernur', 'jawa', 'mantan', 'gubenur']",unggul simulasi head head gubernur jawa mantan gubenur,positif
716,1667072089877254145,2023-06-09 07:32:13,"Kota Medan, Sumatera Utara",NasutionTapsel,"RT @abwnews_: Kiai Sefudin, Tokoh NU Banyumas Ajak Warga Dukung Anies Baswedan

https://t.co/Qt4B8nRp4Y",Kiai Sefudin Tokoh Banyumas Ajak Warga Dukung Anies Baswedan,kiai sefudin tokoh banyumas ajak warga dukung anies baswedan,"['kiai', 'sefudin', 'tokoh', 'banyumas', 'ajak', 'warga', 'dukung']","['kiai', 'sefudin', 'tokoh', 'banyumas', 'ajak', 'warga', 'dukung']",kiai sefudin tokoh banyumas ajak warga dukung,positif
717,1667072086916087808,2023-06-09 07:32:12,Jakarta,syarifptk,"RT @geloraco: Anies Baswedan: Nasdem Ambil Rute Sulit Demi Hadirkan Perubahan
https://t.co/uWzOb6rBAb",Anies Baswedan Nasdem Ambil Rute Sulit Demi Hadirkan Perubahan,anies baswedan nasdem ambil rute sulit demi hadirkan perubahan,"['nasdem', 'ambil', 'rute', 'sulit', 'hadirkan', 'perubahan']","['nasdem', 'ambil', 'rute', 'sulit', 'hadir', 'ubah']",nasdem ambil rute sulit hadir ubah,positif
718,1667072064392679424,2023-06-09 07:32:07,,AkbarN2314,"dan mantan Gubernur DKI Jakarta Anies Baswedan.
#SemuadukungPrabowo
#Neruskepakhde", mantan Gubernur Jakarta Anies Baswedan SemuadukungPrabowo Neruskepakhde, mantan gubernur jakarta anies baswedan semuadukungprabowo neruskepakhde,"['mantan', 'gubernur', 'jakarta', 'semuadukungprabowo', 'neruskepakhde']","['mantan', 'gubernur', 'jakarta', 'semuadukungprabowo', 'neruskepakhde']",mantan gubernur jakarta semuadukungprabowo neruskepakhde,negatif
719,1667072044369080320,2023-06-09 07:32:02,"Papua, Indonesia",serigala_satu,"dan mantan Gubernur DKI Jakarta Anies Baswedan.
#SemuaDukungPrabowo
#NeruskePakdhe", mantan Gubernur Jakarta Anies Baswedan SemuaDukungPrabowo NeruskePakdhe, mantan gubernur jakarta anies baswedan semuadukungprabowo neruskepakdhe,"['mantan', 'gubernur', 'jakarta', 'semuadukungprabowo', 'neruskepakdhe']","['mantan', 'gubernur', 'jakarta', 'semuadukungprabowo', 'neruskepakdhe']",mantan gubernur jakarta semuadukungprabowo neruskepakdhe,negatif
720,1667071898512166912,2023-06-09 07:31:27,,AnakEnem,"RT @KrisyantoOni: Memuja juragan b0k3p tanda tak punya 0T4K!!!
2024 ANIES BASWEDAN PRESIDEN ð®ð©
#AniesBaswedanLebihNKRI #2024CoblosAniesBaswâ¦",Memuja juragan tanda punya ANIES BASWEDAN PRESIDEN AniesBaswedanLebihNKRI CoblosAniesBasw,memuja juragan tanda punya anies baswedan presiden aniesbaswedanlebihnkri coblosaniesbasw,"['memuja', 'juragan', 'tanda', 'presiden', 'aniesbaswedanlebihnkri', 'coblosaniesbasw']","['puja', 'juragan', 'tanda', 'presiden', 'aniesbaswedanlebihnkri', 'coblosaniesbasw']",puja juragan tanda presiden aniesbaswedanlebihnkri coblosaniesbasw,negatif
721,1667071825216667650,2023-06-09 07:31:10,,EnniWibisono,RT @Yurissa_Samosir: perubahan yg lebih baik untuk Indonesia bersama sinergi dengan Pak ANIES BASWEDAN https://t.co/QbeySC85mz,perubahan lebih baik untuk Indonesia bersama sinergi dengan ANIES BASWEDAN,perubahan lebih baik untuk indonesia bersama sinergi dengan anies baswedan,"['perubahan', 'indonesia', 'sinergi']","['ubah', 'indonesia', 'sinergi']",ubah indonesia sinergi,positif
722,1667071799232958465,2023-06-09 07:31:04,,muhammad_kummul,"Ia yakin dukungan ke Anies Baswedan akan membuahkan keberhasilan.

#SemuaDukungPrabowo
#NeruskePakdhe", yakin dukungan Anies Baswedan akan membuahkan keberhasilan SemuaDukungPrabowo NeruskePakdhe, yakin dukungan anies baswedan akan membuahkan keberhasilan semuadukungprabowo neruskepakdhe,"['dukungan', 'membuahkan', 'keberhasilan', 'semuadukungprabowo', 'neruskepakdhe']","['dukung', 'buah', 'hasil', 'semuadukungprabowo', 'neruskepakdhe']",dukung buah hasil semuadukungprabowo neruskepakdhe,positif
723,1667071786289356800,2023-06-09 07:31:01,,muhammad_kummul,"head to head bacapres IPI di mana Prabowo Subianto menungguli Anies Baswedan dengan selisih 30 persen.

#SemuaDukungPrabowo
#NeruskePakdhe",head head bacapres mana Prabowo Subianto menungguli Anies Baswedan dengan selisih persen SemuaDukungPrabowo NeruskePakdhe,head head bacapres mana prabowo subianto menungguli anies baswedan dengan selisih persen semuadukungprabowo neruskepakdhe,"['head', 'head', 'bacapres', 'menungguli', 'selisih', 'persen', 'semuadukungprabowo', 'neruskepakdhe']","['head', 'head', 'bacapres', 'tunggul', 'selisih', 'persen', 'semuadukungprabowo', 'neruskepakdhe']",head head bacapres tunggul selisih persen semuadukungprabowo neruskepakdhe,negatif
724,1667071785035235333,2023-06-09 07:31:00,Jakarta,kompascom,"Partai Nasdem dan Partai Demokrat memanas. 

Dua partai penggagas Koalisi Perubahan untuk Persatuan itu tak sejalanâ¦ https://t.co/fAvb8LLqq6",Partai Nasdem Partai Demokrat memanas partai penggagas Koalisi Perubahan untuk Persatuan sejalan,partai nasdem partai demokrat memanas partai penggagas koalisi perubahan untuk persatuan sejalan,"['partai', 'nasdem', 'partai', 'demokrat', 'memanas', 'partai', 'penggagas', 'koalisi', 'perubahan', 'persatuan', 'sejalan']","['partai', 'nasdem', 'partai', 'demokrat', 'panas', 'partai', 'gagas', 'koalisi', 'ubah', 'satu', 'jalan']",partai nasdem partai demokrat panas partai gagas koalisi ubah satu jalan,positif
725,1667071779691712512,2023-06-09 07:30:59,,muhammad_kummul,"Simulasi 2
Prabowo Subianto 56,8%
Anies Baswedan 26,5%
TT/TJ 16,7%

#SemuaDukungPrabowo
#NeruskePakdhe",Simulasi Prabowo Subianto Anies Baswedan SemuaDukungPrabowo NeruskePakdhe,simulasi prabowo subianto anies baswedan semuadukungprabowo neruskepakdhe,"['simulasi', 'semuadukungprabowo', 'neruskepakdhe']","['simulasi', 'semuadukungprabowo', 'neruskepakdhe']",simulasi semuadukungprabowo neruskepakdhe,negatif
726,1667071777284182018,2023-06-09 07:30:59,,muhammad_kummul,"Berikut ini simulasi head to headnya:

Simulasi 1
Ganjar Pranowo 51%
Anies Baswedan 34,5%
TT/TJ 14,4%

#SemuaDukungPrabowo
#NeruskePakdhe",Berikut simulasi head headnya Simulasi Ganjar Pranowo Anies Baswedan SemuaDukungPrabowo NeruskePakdhe,berikut simulasi head headnya simulasi ganjar pranowo anies baswedan semuadukungprabowo neruskepakdhe,"['simulasi', 'head', 'headnya', 'simulasi', 'semuadukungprabowo', 'neruskepakdhe']","['simulasi', 'head', 'headnya', 'simulasi', 'semuadukungprabowo', 'neruskepakdhe']",simulasi head headnya simulasi semuadukungprabowo neruskepakdhe,negatif
727,1667071774813728768,2023-06-09 07:30:58,,muhammad_kummul,"Hasilnya, Prabowo unggul melawan Ganjar dan Anies Baswedan.

#SemuaDukungPrabowo
#NeruskePakdhe",Hasilnya Prabowo unggul melawan Ganjar Anies Baswedan SemuaDukungPrabowo NeruskePakdhe,hasilnya prabowo unggul melawan ganjar anies baswedan semuadukungprabowo neruskepakdhe,"['hasilnya', 'unggul', 'melawan', 'semuadukungprabowo', 'neruskepakdhe']","['hasil', 'unggul', 'lawan', 'semuadukungprabowo', 'neruskepakdhe']",hasil unggul lawan semuadukungprabowo neruskepakdhe,positif
728,1667071767645683713,2023-06-09 07:30:56,,abwnews_,"Dukung Anies Baswedan Jadi Presiden 2024, Warga Papua Sampaikan PR Ini

https://t.co/cVxacXZNzv",Dukung Anies Baswedan Jadi Presiden Warga Papua Sampaikan ,dukung anies baswedan jadi presiden warga papua sampaikan ,"['dukung', 'presiden', 'warga', 'papua']","['dukung', 'presiden', 'warga', 'papua']",dukung presiden warga papua,positif
729,1667071751724097536,2023-06-09 07:30:52,,muhammad_kummul,"Survei terbaru dari Indikator Politik Indonesia (IPI) terkait
head to head bacapres menunjukkan Prabowo Subianto meâ¦ https://t.co/8cqqm6szmi",Survei terbaru dari Indikator Politik Indonesia terkait head head bacapres menunjukkan Prabowo Subianto ,survei terbaru dari indikator politik indonesia terkait head head bacapres menunjukkan prabowo subianto ,"['survei', 'terbaru', 'indikator', 'politik', 'indonesia', 'terkait', 'head', 'head', 'bacapres']","['survei', 'baru', 'indikator', 'politik', 'indonesia', 'kait', 'head', 'head', 'bacapres']",survei baru indikator politik indonesia kait head head bacapres,negatif
730,1667071746397319169,2023-06-09 07:30:51,,muhammad_kummul,"1. Prabowo Subianto: 38,2%
2. Ganjar Pranowo: 36,4%
3. Anies Baswedan 12,2%
TT/TJ: 13,3%

#SemuaDukungPrabowo
#NeruskePakdhe",Prabowo Subianto Ganjar Pranowo Anies Baswedan SemuaDukungPrabowo NeruskePakdhe,prabowo subianto ganjar pranowo anies baswedan semuadukungprabowo neruskepakdhe,"['semuadukungprabowo', 'neruskepakdhe']","['semuadukungprabowo', 'neruskepakdhe']",semuadukungprabowo neruskepakdhe,negatif
731,1667071704739495941,2023-06-09 07:30:41,,AndriK14567,"(komposisi 4 calon):
 
1. Prabowo Subianto-Khofifah Indar Parawansa 31,5% 2. Ganjar Pranowo-Erick Thohir 31,2% 3. Aâ¦ https://t.co/ZlRWendCNy",komposisi calon Prabowo Subianto Khofifah Indar Parawansa Ganjar Pranowo Erick Thohir ,komposisi calon prabowo subianto khofifah indar parawansa ganjar pranowo erick thohir ,"['komposisi', 'calon', 'khofifah', 'indar', 'parawansa', 'erick', 'thohir']","['komposisi', 'calon', 'khofifah', 'indar', 'parawansa', 'erick', 'thohir']",komposisi calon khofifah indar parawansa erick thohir,negatif
732,1667071702352936965,2023-06-09 07:30:41,,AndriK14567,"3. Anies Baswedan-Muhaimin Iskandar 20,7% Tidak menjawab/tidak tahu 13,4%   Simulasi capres-cawapres di Jatim menurâ¦ https://t.co/Gh02ySIT6b",Anies Baswedan Muhaimin Iskandar Tidak menjawab tidak tahu Simulasi capres cawapres Jatim menur,anies baswedan muhaimin iskandar tidak menjawab tidak tahu simulasi capres cawapres jatim menur,"['muhaimin', 'iskandar', 'simulasi', 'capres', 'cawapres', 'jatim', 'menur']","['muhaimin', 'iskandar', 'simulasi', 'capres', 'cawapres', 'jatim', 'menur']",muhaimin iskandar simulasi capres cawapres jatim menur,negatif
733,1667071697789546496,2023-06-09 07:30:40,,AndriK14567,"Belum menjawab/tidak tahu 23,3%   Capres pilihan warga Nahdliyin di Jatim menurut survei ARCI: 1. Prabowo Subiantoâ¦ https://t.co/PBvkiyYpIW",Belum menjawab tidak tahu Capres pilihan warga Nahdliyin Jatim menurut survei ARCI Prabowo Subianto,belum menjawab tidak tahu capres pilihan warga nahdliyin jatim menurut survei arci prabowo subianto,"['capres', 'pilihan', 'warga', 'nahdliyin', 'jatim', 'survei', 'arci']","['capres', 'pilih', 'warga', 'nahdliyin', 'jatim', 'survei', 'arci']",capres pilih warga nahdliyin jatim survei arci,negatif
734,1667071695495270400,2023-06-09 07:30:39,,AndriK14567,"(simulasi 3 calon)
di Jawa Timur menurut survei ARCI:
1. Prabowo Subianto 29,7% 2. Ganjar Pranowo 28,5% 3. Anies Baâ¦ https://t.co/7QH2hlchdG",simulasi calon Jawa Timur menurut survei ARCI Prabowo Subianto Ganjar Pranowo Anies ,simulasi calon jawa timur menurut survei arci prabowo subianto ganjar pranowo anies ,"['simulasi', 'calon', 'jawa', 'timur', 'survei', 'arci']","['simulasi', 'calon', 'jawa', 'timur', 'survei', 'arci']",simulasi calon jawa timur survei arci,negatif
735,1667071693150629888,2023-06-09 07:30:38,,AndriK14567,"Berikut elektabilitas capres top of mind di Jawa Timur menurut survei ARCI: 1. Prabowo Subianto 17,7% 2. Ganjar Praâ¦ https://t.co/PNC6CijQZY",Berikut elektabilitas capres mind Jawa Timur menurut survei ARCI Prabowo Subianto Ganjar ,berikut elektabilitas capres mind jawa timur menurut survei arci prabowo subianto ganjar ,"['elektabilitas', 'capres', 'mind', 'jawa', 'timur', 'survei', 'arci']","['elektabilitas', 'capres', 'mind', 'jawa', 'timur', 'survei', 'arci']",elektabilitas capres mind jawa timur survei arci,positif
736,1667071688826290176,2023-06-09 07:30:37,Jakarta Selatan ,golbachgoals,calon presiden dan Ketua Umum Partai Gerindra Prabowo Subianto unggul telak atas Gubernur Jawa Tengah Ganjar Pranowâ¦ https://t.co/BSMAsvBbjK,calon presiden Ketua Umum Partai Gerindra Prabowo Subianto unggul telak atas Gubernur Jawa Tengah Ganjar Pranow,calon presiden ketua umum partai gerindra prabowo subianto unggul telak atas gubernur jawa tengah ganjar pranow,"['calon', 'presiden', 'ketua', 'partai', 'gerindra', 'unggul', 'telak', 'gubernur', 'jawa', 'pranow']","['calon', 'presiden', 'ketua', 'partai', 'gerindra', 'unggul', 'telak', 'gubernur', 'jawa', 'pranow']",calon presiden ketua partai gerindra unggul telak gubernur jawa pranow,positif
737,1667071679359766528,2023-06-09 07:30:35,,AndriK14567,"Dalam survei capres top of mind, Baihaki menyebut Prabowo juga masih unggul dengan 17,7%, kemudian Ganjar Pranowo 1â¦ https://t.co/4PtQe4unD8",Dalam survei capres mind Baihaki menyebut Prabowo juga masih unggul dengan kemudian Ganjar Pranowo,dalam survei capres mind baihaki menyebut prabowo juga masih unggul dengan kemudian ganjar pranowo,"['survei', 'capres', 'mind', 'baihaki', 'menyebut', 'unggul']","['survei', 'capres', 'mind', 'baihaki', 'sebut', 'unggul']",survei capres mind baihaki sebut unggul,positif
738,1667071672137175042,2023-06-09 07:30:33,,AndriK14567,"Salah satunya adalah pemilih Nahdliyin, Prabowo menjadi figur capres yang banyak dipilih warga Nahdliyin di Jatim yâ¦ https://t.co/ykNNogYwgK",Salah satunya adalah pemilih Nahdliyin Prabowo menjadi figur capres yang banyak dipilih warga Nahdliyin Jatim ,salah satunya adalah pemilih nahdliyin prabowo menjadi figur capres yang banyak dipilih warga nahdliyin jatim ,"['salah', 'satunya', 'pemilih', 'nahdliyin', 'figur', 'capres', 'dipilih', 'warga', 'nahdliyin', 'jatim']","['salah', 'satu', 'pilih', 'nahdliyin', 'figur', 'capres', 'pilih', 'warga', 'nahdliyin', 'jatim']",salah satu pilih nahdliyin figur capres pilih warga nahdliyin jatim,negatif
739,1667071652407160835,2023-06-09 07:30:29,,maleyintani,"Meski ada banyak tekanan, kata Ade Mulyana, belum tentu upaya menggagalkan Anies Baswedan sebagai capres 2024 berhaâ¦ https://t.co/FKhxSNDFS3",Meski banyak tekanan kata Mulyana belum tentu upaya menggagalkan Anies Baswedan sebagai capres berha,meski banyak tekanan kata mulyana belum tentu upaya menggagalkan anies baswedan sebagai capres berha,"['tekanan', 'mulyana', 'upaya', 'menggagalkan', 'capres', 'berha']","['tekan', 'mulyana', 'upaya', 'gagal', 'capres', 'berha']",tekan mulyana upaya gagal capres berha,negatif
740,1667071640432427010,2023-06-09 07:30:26,,maleyintani,"âJika Partai Demokrat atau Partai Nasdem tak lagi mencalonkan Anies Baswedan, tiket capres Anies gagal didapat.â¦ https://t.co/Umu892VkEN",Jika Partai Demokrat atau Partai Nasdem lagi mencalonkan Anies Baswedan tiket capres Anies gagal didapat,jika partai demokrat atau partai nasdem lagi mencalonkan anies baswedan tiket capres anies gagal didapat,"['partai', 'demokrat', 'partai', 'nasdem', 'mencalonkan', 'tiket', 'capres', 'gagal']","['partai', 'demokrat', 'partai', 'nasdem', 'calon', 'tiket', 'capres', 'gagal']",partai demokrat partai nasdem calon tiket capres gagal,negatif
741,1667071636380749824,2023-06-09 07:30:25,,maleyintani,"Ketiga, bisnis Ketua Umum Partai Nasdem, Surya Paloh, dikabarkan terkena dampak setelah mendeklarasikan Anies Basweâ¦ https://t.co/sdTibUBj4B",Ketiga bisnis Ketua Umum Partai Nasdem Surya Paloh dikabarkan terkena dampak setelah mendeklarasikan Anies Baswe,ketiga bisnis ketua umum partai nasdem surya paloh dikabarkan terkena dampak setelah mendeklarasikan anies baswe,"['ketiga', 'bisnis', 'ketua', 'partai', 'nasdem', 'surya', 'paloh', 'dikabarkan', 'terkena', 'dampak', 'mendeklarasikan', 'baswe']","['tiga', 'bisnis', 'ketua', 'partai', 'nasdem', 'surya', 'paloh', 'kabar', 'kena', 'dampak', 'deklarasi', 'baswe']",tiga bisnis ketua partai nasdem surya paloh kabar kena dampak deklarasi baswe,negatif
742,1667071606471151616,2023-06-09 07:30:18,NO.926289. E104.614244,ondong,"RT @tvOneNews: Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm",Denny Indrayana Sebut Suharso Monoarfa Dipecat karena Kali Bertemu Anies Baswedan,denny indrayana sebut suharso monoarfa dipecat karena kali bertemu anies baswedan,"['denny', 'indrayana', 'suharso', 'monoarfa', 'dipecat', 'kali', 'bertemu']","['denny', 'indrayana', 'suharso', 'monoarfa', 'pecat', 'kali', 'temu']",denny indrayana suharso monoarfa pecat kali temu,negatif
743,1667071561562742786,2023-06-09 07:30:07,jkt,RamaScooby_,"RT @Dhyndha_: Kata Pak Hasto, Pak Anies tidak punya Prestasi ?
Itukan kata bapak dan para pendukung Capres lain, saya sebagai pendukung Pakâ¦",Kata Hasto Anies tidak punya Prestasi Itukan kata bapak para pendukung Capres lain saya sebagai pendukung ,kata hasto anies tidak punya prestasi itukan kata bapak para pendukung capres lain saya sebagai pendukung ,"['hasto', 'prestasi', 'itukan', 'pendukung', 'capres', 'pendukung']","['hasto', 'prestasi', 'itu', 'dukung', 'capres', 'dukung']",hasto prestasi itu dukung capres dukung,positif
744,1667071538049482752,2023-06-09 07:30:02,"Jakarta, Indonesia",WartaEkonomi,"Yakin Bukan Sosok Intoleran-Radikal, Pak Kiai NU di Jawa Tengah Mantap Dukung Anies Baswedan Jadi Presiden: 'Haqqulâ¦ https://t.co/znLrdfTGKZ",Yakin Bukan Sosok Intoleran Radikal Kiai Jawa Tengah Mantap Dukung Anies Baswedan Jadi Presiden Haqqul,yakin bukan sosok intoleran radikal kiai jawa tengah mantap dukung anies baswedan jadi presiden haqqul,"['sosok', 'intoleran', 'radikal', 'kiai', 'jawa', 'mantap', 'dukung', 'presiden', 'haqqul']","['sosok', 'intoleran', 'radikal', 'kiai', 'jawa', 'mantap', 'dukung', 'presiden', 'haqqul']",sosok intoleran radikal kiai jawa mantap dukung presiden haqqul,positif
745,1667071531879628800,2023-06-09 07:30:00,"Jakarta, Indonesia",detikcom,"Kepala Bappilu Demokrat, Andi Arief, yakin sosok ketua umumnya, AHY, yang paling pantas menjadi cawapres Anies Baswâ¦ https://t.co/Um876gWL2L",Kepala Bappilu Demokrat Andi Arief yakin sosok ketua umumnya yang paling pantas menjadi cawapres Anies Basw,kepala bappilu demokrat andi arief yakin sosok ketua umumnya yang paling pantas menjadi cawapres anies basw,"['kepala', 'bappilu', 'demokrat', 'andi', 'arief', 'sosok', 'ketua', 'cawapres', 'basw']","['kepala', 'bappilu', 'demokrat', 'andi', 'arief', 'sosok', 'ketua', 'cawapres', 'basw']",kepala bappilu demokrat andi arief sosok ketua cawapres basw,positif
746,1667071516650135552,2023-06-09 07:29:56,"Bandar Lampung, ",M_tamy83,"@SantorinisSun Kubu PS dan GP adem ayem. ð
Kubu yg satu ini memang beda tiap hari ada aja yg diributin. Apa jangan2â¦ https://t.co/K0BvARjaK0",Kubu adem ayem Kubu satu memang beda tiap hari diributin jangan,kubu adem ayem kubu satu memang beda tiap hari diributin jangan,"['kubu', 'adem', 'ayem', 'kubu', 'beda', 'diributin']","['kubu', 'adem', 'ayem', 'kubu', 'beda', 'diributin']",kubu adem ayem kubu beda diributin,negatif
747,1667071354758389760,2023-06-09 07:29:18,,hc_poirot,Said Didu mengaku mengetahui salah satu pejabat negara yang mendatangi PKS demi menggagalkan majunya Anies Baswedanâ¦ https://t.co/1MTbGlq0df,Said Didu mengaku mengetahui salah satu pejabat negara yang mendatangi demi menggagalkan majunya Anies Baswedan,said didu mengaku mengetahui salah satu pejabat negara yang mendatangi demi menggagalkan majunya anies baswedan,"['said', 'didu', 'mengaku', 'salah', 'pejabat', 'negara', 'menggagalkan', 'majunya']","['said', 'didu', 'aku', 'salah', 'jabat', 'negara', 'gagal', 'maju']",said didu aku salah jabat negara gagal maju,negatif
748,1667071351465873409,2023-06-09 07:29:17,jakarta,bulanrudrigo,"RT @TeddGus: PDIP pun berpendapat sama seperti Partai Garuda. Karena sama sekali tidak mempunyai prestasi, makanya membuat cerita dijegal.â¦",PDIP berpendapat sama seperti Partai Garuda Karena sama sekali tidak mempunyai prestasi makanya membuat cerita dijegal,pdip berpendapat sama seperti partai garuda karena sama sekali tidak mempunyai prestasi makanya membuat cerita dijegal,"['pdip', 'berpendapat', 'partai', 'garuda', 'prestasi', 'cerita', 'dijegal']","['pdip', 'dapat', 'partai', 'garuda', 'prestasi', 'cerita', 'jegal']",pdip dapat partai garuda prestasi cerita jegal,positif
749,1667071323523387395,2023-06-09 07:29:10,,susanjun06,"Simak tuh, dasar pekok!!!

https://t.co/G2DiWCKRPA https://t.co/2l1Wb5qioH",Simak dasar pekok,simak dasar pekok,"['simak', 'dasar', 'pekok']","['simak', 'dasar', 'kok']",simak dasar kok,negatif
750,1667071319605903360,2023-06-09 07:29:09,,Ayipnih,RT @xaveroz85325: @BosPurwa @PKSejahtera Valid 100% Nyata penjegalan kepada Anies Baswedan,Valid Nyata penjegalan kepada Anies Baswedan,valid nyata penjegalan kepada anies baswedan,"['valid', 'nyata', 'penjegalan']","['valid', 'nyata', 'jegal']",valid nyata jegal,positif
751,1667071100193501184,2023-06-09 07:28:17,,enjang_d1,"RT @LANGKAHANIES: Mau negaranya lebih baik
Nasib kedepan lebih baik
Nie pesen Gus Mahasin kakak kandung Gus Baha
Anak Sholeh anak baik piliâ¦", negaranya lebih baik Nasib kedepan lebih baik pesen Mahasin kakak kandung Baha Anak Sholeh anak baik pili, negaranya lebih baik nasib kedepan lebih baik pesen mahasin kakak kandung baha anak sholeh anak baik pili,"['negaranya', 'nasib', 'kedepan', 'pesen', 'mahasin', 'kakak', 'kandung', 'baha', 'anak', 'sholeh', 'anak', 'pili']","['negara', 'nasib', 'depan', 'sen', 'mahasin', 'kakak', 'kandung', 'baha', 'anak', 'sholeh', 'anak', 'pil']",negara nasib depan sen mahasin kakak kandung baha anak sholeh anak pil,positif
752,1667070982769758208,2023-06-09 07:27:49,,JSjaheru,"@Dennysiregar7 BANG DENNY KOK ADA DEMOKRAT, WAH YOHANES ANIES RASYID BASWEDAN GAK NYAPRES DONG",BANG DENNY DEMOKRAT YOHANES ANIES RASYID BASWEDAN NYAPRES DONG,bang denny demokrat yohanes anies rasyid baswedan nyapres dong,"['bang', 'denny', 'demokrat', 'yohanes', 'rasyid', 'nyapres']","['bang', 'denny', 'demokrat', 'yohanes', 'rasyid', 'nyapres']",bang denny demokrat yohanes rasyid nyapres,positif
753,1667070892625756161,2023-06-09 07:27:28,Indonesia,CNNIDdaily,"Koalisi tiga partai politik pengusung Anies Baswedan, belum mengumumkan pasangan capres dan cawapres koalisi perubaâ¦ https://t.co/8VGSwWaYtX",Koalisi tiga partai politik pengusung Anies Baswedan belum mengumumkan pasangan capres cawapres koalisi peruba,koalisi tiga partai politik pengusung anies baswedan belum mengumumkan pasangan capres cawapres koalisi peruba,"['koalisi', 'partai', 'politik', 'pengusung', 'mengumumkan', 'pasangan', 'capres', 'cawapres', 'koalisi', 'peruba']","['koalisi', 'partai', 'politik', 'usung', 'umum', 'pasang', 'capres', 'cawapres', 'koalisi', 'uba']",koalisi partai politik usung umum pasang capres cawapres koalisi uba,positif
